close,date,high,low,marketcap,open,volume
10.32,"Oct 15, 2018",10.44,9.42,"1,211,556,837",9.48,"52,331,400"
9.50,"Oct 14, 2018",9.64,9.47,"1,115,328,494",9.55,"22,974,000"
9.54,"Oct 13, 2018",9.63,9.48,"1,120,451,371",9.49,"24,253,100"
9.53,"Oct 12, 2018",9.66,9.24,"1,119,110,169",9.28,"26,099,400"
9.30,"Oct 11, 2018",10.31,9.25,"1,092,377,724",10.31,"26,084,400"
10.33,"Oct 10, 2018",10.40,10.21,"1,212,954,413",10.36,"26,141,100"
10.38,"Oct 09, 2018",10.57,10.23,"1,219,636,937",10.54,"27,881,100"
10.51,"Oct 08, 2018",10.63,10.46,"1,233,929,786",10.53,"31,932,700"
10.52,"Oct 07, 2018",10.53,10.30,"1,235,386,083",10.40,"32,205,000"
10.37,"Oct 06, 2018",10.75,10.30,"1,218,133,662",10.65,"30,941,000"
10.64,"Oct 05, 2018",10.72,10.24,"1,249,150,438",10.25,"40,756,200"
10.26,"Oct 04, 2018",10.39,10.22,"1,204,451,518",10.29,"32,534,900"
10.27,"Oct 03, 2018",10.44,10.06,"1,206,283,633",10.33,"38,371,900"
10.36,"Oct 02, 2018",10.61,9.88,"1,216,336,780",9.94,"41,386,000"
9.94,"Oct 01, 2018",10.05,9.88,"1,167,816,254",10.01,"25,138,500"
10.02,"Sep 30, 2018",10.04,9.85,"1,176,523,501",10.00,"26,954,000"
10.00,"Sep 29, 2018",10.03,9.76,"1,174,332,009",9.96,"26,072,400"
9.97,"Sep 28, 2018",10.23,9.89,"1,120,985,498",10.04,"25,097,900"
10.03,"Sep 27, 2018",10.08,9.67,"1,127,941,241",9.74,"26,966,900"
9.74,"Sep 26, 2018",9.90,9.59,"1,094,818,818",9.78,"18,370,400"
9.78,"Sep 25, 2018",10.03,9.51,"1,100,050,805",10.03,"19,256,100"
10.04,"Sep 24, 2018",10.32,9.94,"1,128,469,725",10.29,"19,223,700"
10.28,"Sep 23, 2018",10.37,10.16,"1,155,984,600",10.27,"22,673,000"
10.24,"Sep 22, 2018",10.53,9.97,"1,151,981,619",10.42,"21,731,800"
10.41,"Sep 21, 2018",10.44,9.96,"1,170,624,718",10.06,"35,228,200"
10.07,"Sep 20, 2018",10.10,9.60,"962,240,914",9.63,"27,983,700"
9.62,"Sep 19, 2018",9.78,9.31,"918,743,556",9.56,"22,684,800"
9.54,"Sep 18, 2018",9.64,9.28,"911,577,251",9.39,"23,016,100"
9.41,"Sep 17, 2018",10.01,9.32,"898,320,113",9.95,"22,370,800"
9.94,"Sep 16, 2018",10.13,9.78,"949,014,340",10.12,"20,623,100"
10.11,"Sep 15, 2018",10.20,9.90,"965,660,262",9.90,"27,281,100"
9.93,"Sep 14, 2018",10.09,9.55,"948,444,130",9.64,"26,124,800"
9.60,"Sep 13, 2018",9.69,9.22,"917,308,003",9.22,"24,817,100"
9.21,"Sep 12, 2018",9.48,9.04,"880,093,458",9.39,"21,323,500"
9.37,"Sep 11, 2018",9.61,9.23,"895,330,571",9.52,"18,572,100"
9.52,"Sep 10, 2018",9.71,9.37,"909,744,366",9.58,"12,427,900"
9.51,"Sep 09, 2018",9.73,9.27,"908,575,293",9.55,"13,947,300"
9.52,"Sep 08, 2018",10.19,9.41,"909,286,861",10.03,"15,053,100"
10.04,"Sep 07, 2018",10.27,9.87,"958,687,848",10.26,"16,640,400"
10.28,"Sep 06, 2018",10.30,9.62,"982,269,890",10.05,"23,466,000"
10.09,"Sep 05, 2018",11.54,10.09,"963,396,616",11.41,"29,308,300"
11.36,"Sep 04, 2018",11.42,11.26,"1,084,945,853",11.31,"18,878,700"
11.26,"Sep 03, 2018",11.41,11.11,"1,075,576,074",11.35,"18,644,300"
11.30,"Sep 02, 2018",11.46,11.14,"1,079,234,204",11.43,"21,757,400"
11.38,"Sep 01, 2018",11.54,11.03,"1,086,875,205",11.03,"29,776,300"
11.01,"Aug 31, 2018",11.02,10.60,"1,051,955,827",10.76,"22,638,200"
10.76,"Aug 30, 2018",11.19,10.38,"1,027,963,081",11.17,"23,247,800"
11.17,"Aug 29, 2018",11.47,10.91,"1,067,209,177",11.47,"33,530,600"
11.49,"Aug 28, 2018",11.50,10.84,"1,097,066,392",11.16,"43,860,800"
11.21,"Aug 27, 2018",11.34,10.13,"1,070,962,819",10.22,"44,953,500"
10.19,"Aug 26, 2018",10.27,9.81,"972,852,355",10.11,"22,551,200"
10.14,"Aug 25, 2018",10.25,9.98,"968,095,832",10.19,"19,561,400"
10.23,"Aug 24, 2018",10.23,9.56,"977,542,020",9.76,"22,814,900"
9.72,"Aug 23, 2018",9.72,9.40,"927,907,983",9.50,"17,327,500"
9.54,"Aug 22, 2018",10.20,9.26,"911,163,682",9.74,"23,929,500"
9.71,"Aug 21, 2018",9.85,9.42,"927,868,822",9.68,"13,228,100"
9.70,"Aug 20, 2018",10.20,9.64,"926,560,301",10.14,"17,617,700"
10.16,"Aug 19, 2018",10.30,9.75,"970,044,287",9.92,"21,218,500"
9.91,"Aug 18, 2018",10.97,9.54,"946,297,964",10.78,"27,803,700"
10.87,"Aug 17, 2018",10.87,9.72,"1,038,010,999",9.78,"37,502,400"
9.80,"Aug 16, 2018",9.98,9.39,"936,245,271",9.53,"24,709,700"
9.46,"Aug 15, 2018",10.59,9.40,"903,835,961",9.41,"42,994,900"
9.42,"Aug 14, 2018",10.30,8.66,"899,738,474",10.30,"39,515,200"
10.23,"Aug 13, 2018",11.95,10.18,"976,921,189",11.77,"34,827,100"
11.74,"Aug 12, 2018",11.86,11.50,"1,121,488,944",11.69,"23,290,300"
11.74,"Aug 11, 2018",12.16,11.37,"1,120,992,279",12.11,"29,253,100"
12.13,"Aug 10, 2018",12.82,11.81,"1,158,643,315",12.77,"37,026,400"
12.86,"Aug 09, 2018",12.87,12.10,"1,228,100,022",12.16,"41,389,000"
12.14,"Aug 08, 2018",13.14,11.98,"1,159,875,427",13.13,"44,898,500"
13.15,"Aug 07, 2018",13.91,13.13,"1,255,617,180",13.66,"45,119,500"
13.70,"Aug 06, 2018",13.98,13.50,"1,308,435,605",13.69,"46,799,600"
13.62,"Aug 05, 2018",13.90,13.29,"1,301,186,205",13.86,"43,000,300"
13.84,"Aug 04, 2018",14.46,13.57,"1,322,122,550",14.11,"60,865,200"
14.13,"Aug 03, 2018",14.21,13.64,"1,350,031,309",14.09,"70,449,300"
14.18,"Aug 02, 2018",14.18,13.41,"1,354,071,489",13.63,"50,481,200"
13.57,"Aug 01, 2018",14.06,13.23,"1,296,477,437",13.77,"53,833,700"
13.78,"Jul 31, 2018",14.06,13.04,"1,315,723,211",13.21,"66,537,000"
13.22,"Jul 30, 2018",13.95,13.07,"1,262,379,467",13.95,"35,991,600"
14.02,"Jul 29, 2018",14.70,13.66,"1,339,200,189",14.60,"56,547,100"
14.60,"Jul 28, 2018",14.87,13.72,"1,394,645,209",14.03,"75,159,904"
13.92,"Jul 27, 2018",14.03,13.06,"1,329,792,206",13.39,"66,040,700"
13.40,"Jul 26, 2018",13.55,12.91,"1,279,609,926",12.92,"61,881,400"
12.94,"Jul 25, 2018",13.47,12.08,"1,235,874,742",12.09,"72,083,200"
12.15,"Jul 24, 2018",12.25,11.65,"1,160,009,144",12.02,"46,762,700"
12.02,"Jul 23, 2018",12.34,11.91,"1,148,050,977",12.14,"28,137,700"
12.12,"Jul 22, 2018",12.27,11.96,"1,157,602,229",12.19,"20,692,400"
12.19,"Jul 21, 2018",12.46,11.90,"1,163,848,748",12.07,"28,726,700"
12.07,"Jul 20, 2018",12.97,11.89,"1,152,922,115",12.92,"40,466,000"
12.92,"Jul 19, 2018",13.35,12.77,"1,233,830,774",12.83,"49,364,800"
12.86,"Jul 18, 2018",13.86,12.72,"1,228,749,507",13.74,"75,446,304"
13.71,"Jul 17, 2018",13.89,12.87,"1,563,825,403",13.36,"74,443,200"
13.24,"Jul 16, 2018",13.39,12.20,"1,509,598,770",12.31,"47,198,600"
12.29,"Jul 15, 2018",12.40,12.02,"1,401,464,818",12.09,"26,346,900"
12.10,"Jul 14, 2018",12.27,11.97,"1,379,500,466",12.19,"21,534,200"
12.18,"Jul 13, 2018",12.43,12.04,"1,389,034,318",12.09,"29,709,900"
12.07,"Jul 12, 2018",12.77,11.90,"1,376,546,796",12.69,"26,008,100"
12.70,"Jul 11, 2018",12.89,12.25,"1,448,883,187",12.82,"38,867,700"
12.76,"Jul 10, 2018",13.66,12.67,"1,455,315,115",13.61,"36,507,100"
13.66,"Jul 09, 2018",14.09,13.63,"1,558,317,209",14.04,"36,874,000"
13.99,"Jul 08, 2018",14.42,13.93,"1,595,654,327",14.40,"60,275,400"
14.40,"Jul 07, 2018",14.40,13.43,"1,642,741,976",13.54,"79,974,896"
13.53,"Jul 06, 2018",13.99,13.28,"1,542,933,039",13.98,"33,466,000"
13.85,"Jul 05, 2018",14.14,13.65,"1,579,528,889",14.04,"41,185,300"
14.01,"Jul 04, 2018",14.33,13.91,"1,597,205,289",14.23,"37,043,700"
14.17,"Jul 03, 2018",14.78,14.08,"1,616,136,143",14.56,"60,657,300"
14.57,"Jul 02, 2018",14.82,14.06,"1,661,650,022",14.40,"55,614,000"
14.40,"Jul 01, 2018",14.69,14.14,"1,642,662,147",14.68,"38,434,400"
14.66,"Jun 30, 2018",15.18,14.29,"1,671,537,402",14.55,"59,676,900"
14.51,"Jun 29, 2018",14.65,13.78,"1,654,579,462",14.17,"52,784,600"
14.12,"Jun 28, 2018",14.75,13.86,"1,610,787,606",14.03,"67,290,496"
14.05,"Jun 27, 2018",14.31,13.89,"1,602,291,530",14.07,"44,136,600"
14.12,"Jun 26, 2018",14.99,13.87,"1,610,263,016",14.93,"37,503,400"
14.92,"Jun 25, 2018",15.07,13.83,"1,701,598,686",14.46,"60,358,000"
14.45,"Jun 24, 2018",15.59,13.54,"1,647,622,943",15.57,"96,256,304"
15.55,"Jun 23, 2018",16.06,15.36,"1,773,478,911",15.60,"70,431,104"
15.59,"Jun 22, 2018",17.24,15.26,"1,778,348,474",17.07,"113,751,000"
17.05,"Jun 21, 2018",17.27,15.92,"1,944,780,333",16.07,"122,980,000"
16.06,"Jun 20, 2018",16.86,15.74,"1,831,719,798",16.76,"65,190,300"
16.70,"Jun 19, 2018",16.94,16.21,"1,904,443,928",16.78,"80,738,096"
16.88,"Jun 18, 2018",17.19,16.22,"1,924,982,765",16.62,"106,776,000"
16.58,"Jun 17, 2018",17.23,15.76,"1,890,667,740",15.78,"107,346,000"
15.81,"Jun 16, 2018",15.98,14.94,"1,802,901,564",14.94,"81,354,704"
15.05,"Jun 15, 2018",15.65,14.69,"1,716,104,738",14.88,"79,159,296"
14.90,"Jun 14, 2018",15.03,14.14,"1,698,679,229",14.64,"80,329,504"
14.59,"Jun 13, 2018",15.72,14.03,"1,663,759,786",15.30,"97,415,904"
15.23,"Jun 12, 2018",16.16,14.99,"1,736,415,491",15.52,"116,016,000"
15.38,"Jun 11, 2018",15.38,13.79,"1,754,354,186",14.14,"83,039,696"
14.18,"Jun 10, 2018",15.93,13.59,"1,617,584,467",15.93,"79,288,200"
15.96,"Jun 09, 2018",16.89,15.96,"1,820,463,922",16.31,"85,299,904"
16.27,"Jun 08, 2018",16.63,15.83,"1,855,885,147",16.35,"94,394,600"
16.26,"Jun 07, 2018",17.44,16.18,"1,854,664,905",17.27,"131,031,000"
17.25,"Jun 06, 2018",17.36,15.35,"1,966,927,151",15.60,"157,806,000"
15.60,"Jun 05, 2018",15.67,14.21,"1,778,964,297",14.25,"101,474,000"
14.26,"Jun 04, 2018",14.68,13.67,"1,626,354,242",14.68,"58,219,100"
14.57,"Jun 03, 2018",14.95,14.33,"1,661,125,432",14.68,"82,182,304"
14.68,"Jun 02, 2018",14.85,14.01,"1,674,091,926",14.32,"87,983,000"
14.24,"Jun 01, 2018",14.41,13.79,"1,624,039,204",14.25,"80,342,200"
14.19,"May 31, 2018",14.22,12.41,"1,618,268,715",12.56,"93,931,696"
12.57,"May 30, 2018",12.80,12.27,"1,433,601,654",12.61,"43,146,300"
12.57,"May 29, 2018",12.68,11.77,"1,433,692,887",11.96,"48,807,700"
11.89,"May 28, 2018",12.75,11.70,"1,356,441,317",12.60,"33,398,400"
12.61,"May 27, 2018",12.79,12.33,"1,437,581,695",12.79,"36,691,600"
12.76,"May 26, 2018",13.20,12.70,"1,455,064,225",12.96,"43,258,400"
13.01,"May 25, 2018",13.37,12.64,"1,483,449,102",13.03,"49,173,800"
13.00,"May 24, 2018",13.19,12.20,"1,482,570,984",12.61,"54,410,900"
12.63,"May 23, 2018",13.93,12.33,"1,439,908,137",13.85,"68,215,200"
13.93,"May 22, 2018",14.84,13.75,"1,588,081,985",14.57,"86,545,104"
14.72,"May 21, 2018",14.79,13.82,"1,678,950,085",14.13,"97,367,296"
14.12,"May 20, 2018",14.37,13.69,"1,610,012,126",14.35,"95,390,200"
14.25,"May 19, 2018",15.62,13.99,"1,624,598,007",15.13,"138,320,992"
15.14,"May 18, 2018",16.22,12.05,"1,726,060,542",12.36,"243,260,992"
12.47,"May 17, 2018",12.97,12.27,"1,421,524,681",12.32,"54,251,500"
12.26,"May 16, 2018",12.57,11.95,"1,398,203,237",12.56,"35,233,200"
12.57,"May 15, 2018",13.27,12.51,"1,433,248,126",12.85,"45,696,200"
12.87,"May 14, 2018",13.17,12.36,"1,467,791,233",13.16,"49,317,700"
13.12,"May 13, 2018",13.55,12.74,"1,496,073,473",13.01,"70,816,496"
12.94,"May 12, 2018",13.15,12.25,"1,476,139,055",12.97,"44,001,000"
12.99,"May 11, 2018",14.09,12.59,"1,481,841,120",13.88,"57,027,500"
13.82,"May 10, 2018",15.05,13.82,"1,575,868,163",14.68,"68,250,000"
14.66,"May 09, 2018",14.81,13.08,"1,671,868,121",13.52,"99,046,304"
13.53,"May 08, 2018",13.92,13.15,"1,542,864,614",13.70,"57,865,500"
13.70,"May 07, 2018",13.97,12.99,"1,562,650,778",13.94,"59,800,200"
13.94,"May 06, 2018",14.80,13.68,"1,590,032,091",14.36,"74,731,600"
14.37,"May 05, 2018",14.50,14.21,"1,638,625,085",14.32,"71,502,096"
14.33,"May 04, 2018",14.68,14.24,"1,634,154,667",14.63,"79,940,496"
14.65,"May 03, 2018",14.78,14.21,"1,671,001,407",14.44,"104,726,000"
14.41,"May 02, 2018",14.41,13.94,"1,643,243,757",14.17,"80,730,304"
14.16,"May 01, 2018",14.31,13.61,"1,615,315,046",14.31,"75,433,904"
14.31,"Apr 30, 2018",15.16,14.11,"1,632,170,348",15.06,"83,765,800"
15.06,"Apr 29, 2018",15.40,14.56,"1,717,028,472",15.16,"105,495,000"
15.20,"Apr 28, 2018",15.33,14.23,"1,733,439,014",14.28,"122,360,000"
14.33,"Apr 27, 2018",14.77,14.18,"1,634,109,050",14.65,"101,995,000"
14.65,"Apr 26, 2018",14.71,13.25,"1,671,115,449",13.35,"127,788,000"
13.29,"Apr 25, 2018",15.93,13.05,"1,515,711,383",15.21,"144,820,992"
15.27,"Apr 24, 2018",15.62,13.65,"1,740,954,335",13.65,"165,599,008"
13.63,"Apr 23, 2018",13.83,12.85,"1,553,846,790",12.88,"132,041,000"
12.88,"Apr 22, 2018",13.35,12.86,"1,468,384,247",13.35,"84,873,000"
13.38,"Apr 21, 2018",13.67,12.44,"1,525,689,996",12.57,"141,582,000"
12.58,"Apr 20, 2018",12.72,11.93,"1,434,092,031",12.35,"86,036,096"
12.35,"Apr 19, 2018",12.43,12.04,"1,408,706,440",12.26,"78,661,696"
12.28,"Apr 18, 2018",12.39,11.53,"1,399,936,665",11.79,"90,015,104"
11.77,"Apr 17, 2018",12.46,11.67,"1,342,197,560",12.23,"77,537,400"
12.21,"Apr 16, 2018",13.06,12.08,"1,392,444,152",13.05,"75,965,504"
13.06,"Apr 15, 2018",13.58,12.92,"1,489,242,399",13.30,"115,373,000"
13.24,"Apr 14, 2018",13.84,12.99,"1,539,815,189",13.45,"94,980,800"
13.54,"Apr 13, 2018",13.76,12.75,"1,573,810,083",13.15,"148,215,008"
12.95,"Apr 12, 2018",12.95,11.91,"1,505,878,427",12.42,"133,239,000"
12.23,"Apr 11, 2018",12.23,11.78,"1,421,984,054",12.04,"92,759,696"
12.04,"Apr 10, 2018",12.40,11.85,"1,399,347,919",11.91,"87,608,200"
11.87,"Apr 09, 2018",12.55,11.61,"1,379,827,596",12.12,"80,643,696"
12.12,"Apr 08, 2018",12.51,12.12,"1,408,811,614",12.51,"79,045,000"
12.46,"Apr 07, 2018",12.63,12.27,"1,448,119,662",12.27,"87,924,896"
12.26,"Apr 06, 2018",12.64,12.04,"1,425,181,248",12.49,"81,989,696"
12.45,"Apr 05, 2018",12.62,12.14,"1,447,875,513",12.20,"103,864,000"
12.19,"Apr 04, 2018",13.44,12.00,"1,417,275,459",13.29,"119,600,000"
13.36,"Apr 03, 2018",13.95,12.33,"1,553,336,414",12.64,"141,287,008"
12.62,"Apr 02, 2018",12.65,11.02,"1,467,302,827",11.07,"116,071,000"
11.07,"Apr 01, 2018",11.30,10.38,"1,286,574,163",11.15,"87,918,096"
11.06,"Mar 31, 2018",11.39,10.29,"1,094,688,883",10.39,"89,256,304"
10.35,"Mar 30, 2018",10.75,9.74,"1,024,834,506",10.17,"75,551,600"
10.20,"Mar 29, 2018",11.73,10.17,"1,009,556,645",11.70,"81,352,096"
11.64,"Mar 28, 2018",12.25,11.39,"1,152,562,566",11.52,"92,931,200"
11.51,"Mar 27, 2018",12.23,10.88,"1,139,482,816",12.12,"102,579,000"
12.06,"Mar 26, 2018",12.91,10.96,"1,194,247,460",12.91,"132,353,000"
