close,date,high,low,marketcap,open,volume
3.19,"Oct 15, 2018",3.25,2.98,"447,075,683",3.01,"24,773,700"
3.00,"Oct 14, 2018",3.09,3.00,"421,395,348",3.06,"14,092,300"
3.06,"Oct 13, 2018",3.09,3.01,"429,118,662",3.01,"13,660,200"
3.01,"Oct 12, 2018",3.09,2.97,"421,832,914",2.99,"17,132,500"
2.99,"Oct 11, 2018",3.48,2.99,"419,192,093",3.48,"17,913,600"
3.48,"Oct 10, 2018",3.58,3.46,"488,519,601",3.50,"47,566,100"
3.51,"Oct 09, 2018",3.54,3.44,"491,679,329",3.51,"22,696,100"
3.51,"Oct 08, 2018",3.55,3.47,"492,767,634",3.47,"19,934,000"
3.47,"Oct 07, 2018",3.47,3.41,"487,163,428",3.44,"31,536,400"
3.44,"Oct 06, 2018",3.52,3.42,"481,742,943",3.51,"34,826,500"
3.50,"Oct 05, 2018",3.51,3.42,"490,750,905",3.47,"37,263,500"
3.46,"Oct 04, 2018",3.51,3.42,"485,334,628",3.43,"33,323,500"
3.43,"Oct 03, 2018",3.56,3.39,"481,252,084",3.56,"35,637,000"
3.56,"Oct 02, 2018",3.67,3.54,"499,318,496",3.61,"31,720,700"
3.62,"Oct 01, 2018",3.74,3.54,"507,435,900",3.72,"31,395,400"
3.72,"Sep 30, 2018",3.79,3.64,"521,551,599",3.67,"33,890,200"
3.68,"Sep 29, 2018",3.73,3.44,"515,788,916",3.52,"46,661,300"
3.52,"Sep 28, 2018",3.68,3.47,"494,142,039",3.65,"47,769,700"
3.64,"Sep 27, 2018",3.71,3.32,"510,633,495",3.37,"54,060,600"
3.36,"Sep 26, 2018",3.46,3.30,"471,799,544",3.38,"45,641,500"
3.37,"Sep 25, 2018",3.41,3.23,"471,945,399",3.41,"47,571,400"
3.41,"Sep 24, 2018",3.68,3.38,"477,949,305",3.64,"40,878,500"
3.64,"Sep 23, 2018",3.76,3.56,"510,789,167",3.59,"35,454,400"
3.58,"Sep 22, 2018",3.82,3.44,"502,429,139",3.70,"34,756,900"
3.69,"Sep 21, 2018",3.73,3.36,"517,411,555",3.38,"50,232,900"
3.38,"Sep 20, 2018",3.41,3.15,"474,610,062",3.15,"25,834,600"
3.15,"Sep 19, 2018",3.21,3.04,"441,805,261",3.17,"20,142,700"
3.17,"Sep 18, 2018",3.23,3.08,"445,047,735",3.11,"22,197,400"
3.11,"Sep 17, 2018",3.43,3.08,"435,746,660",3.42,"26,310,200"
3.42,"Sep 16, 2018",3.53,3.34,"479,292,856",3.53,"24,099,800"
3.53,"Sep 15, 2018",3.57,3.44,"495,063,451",3.46,"23,809,000"
3.45,"Sep 14, 2018",3.53,3.40,"484,065,407",3.45,"27,700,600"
3.46,"Sep 13, 2018",3.49,3.24,"484,769,439",3.27,"41,013,300"
3.27,"Sep 12, 2018",3.27,3.06,"458,373,852",3.19,"27,724,500"
3.19,"Sep 11, 2018",3.55,3.08,"447,999,900",3.48,"34,700,000"
3.47,"Sep 10, 2018",3.56,3.37,"486,633,300",3.43,"26,200,200"
3.41,"Sep 09, 2018",3.60,3.33,"478,702,423",3.42,"23,730,400"
3.43,"Sep 08, 2018",3.76,3.38,"480,919,702",3.72,"33,313,000"
3.72,"Sep 07, 2018",4.01,3.69,"522,182,704",3.95,"33,755,400"
3.95,"Sep 06, 2018",3.96,3.53,"553,758,955",3.78,"46,000,100"
3.80,"Sep 05, 2018",5.01,3.80,"533,107,820",4.81,"40,795,500"
4.81,"Sep 04, 2018",5.03,4.40,"674,581,768",4.40,"51,446,800"
4.40,"Sep 03, 2018",4.50,4.23,"617,469,634",4.36,"26,759,400"
4.34,"Sep 02, 2018",4.51,4.19,"609,307,352",4.50,"26,450,100"
4.50,"Sep 01, 2018",4.56,4.22,"630,888,314",4.23,"24,396,000"
4.23,"Aug 31, 2018",4.31,4.15,"593,368,463",4.22,"22,818,500"
4.22,"Aug 30, 2018",4.40,4.01,"592,458,270",4.37,"25,742,900"
4.37,"Aug 29, 2018",4.65,4.28,"612,964,952",4.46,"28,261,600"
4.46,"Aug 28, 2018",4.48,4.14,"625,352,828",4.16,"20,710,300"
4.17,"Aug 27, 2018",4.22,3.78,"585,242,644",3.83,"19,883,300"
3.83,"Aug 26, 2018",3.86,3.69,"537,296,950",3.85,"12,345,900"
3.85,"Aug 25, 2018",4.01,3.70,"540,160,761",3.95,"11,617,400"
3.95,"Aug 24, 2018",3.99,3.63,"553,436,391",3.69,"26,309,500"
3.69,"Aug 23, 2018",3.73,3.50,"517,108,625",3.54,"20,096,700"
3.53,"Aug 22, 2018",4.06,3.52,"495,471,565",3.83,"30,121,200"
3.83,"Aug 21, 2018",3.91,3.65,"537,016,459",3.68,"22,701,000"
3.69,"Aug 20, 2018",4.24,3.68,"517,505,520",4.17,"39,823,000"
4.17,"Aug 19, 2018",4.35,4.00,"584,339,464",4.09,"54,813,900"
4.09,"Aug 18, 2018",4.56,3.86,"573,539,166",4.41,"60,907,900"
4.43,"Aug 17, 2018",4.44,3.69,"620,685,461",3.69,"60,654,200"
3.69,"Aug 16, 2018",3.82,3.53,"517,819,669",3.57,"51,812,300"
3.57,"Aug 15, 2018",3.98,3.56,"500,991,624",3.61,"53,566,900"
3.58,"Aug 14, 2018",3.62,3.27,"502,311,333",3.61,"35,639,300"
3.63,"Aug 13, 2018",4.16,3.56,"509,102,015",4.08,"50,289,800"
4.06,"Aug 12, 2018",4.27,4.02,"569,481,867",4.15,"38,894,100"
4.18,"Aug 11, 2018",4.36,4.06,"586,298,692",4.36,"27,153,100"
4.36,"Aug 10, 2018",4.88,4.33,"611,028,163",4.81,"39,125,100"
4.83,"Aug 09, 2018",5.04,4.41,"676,916,854",4.46,"48,063,300"
4.46,"Aug 08, 2018",5.40,4.32,"625,428,561",4.99,"68,019,800"
4.99,"Aug 07, 2018",5.53,4.96,"700,256,493",5.23,"38,301,700"
5.23,"Aug 06, 2018",5.56,5.21,"734,159,416",5.47,"32,603,100"
5.47,"Aug 05, 2018",5.50,5.32,"766,570,127",5.38,"35,870,000"
5.38,"Aug 04, 2018",5.64,5.34,"754,049,018",5.45,"31,551,100"
5.45,"Aug 03, 2018",5.60,5.19,"764,666,997",5.56,"36,740,800"
5.55,"Aug 02, 2018",6.00,5.53,"778,587,755",5.94,"45,873,400"
5.92,"Aug 01, 2018",6.15,5.78,"830,812,337",6.15,"66,545,900"
6.15,"Jul 31, 2018",6.69,6.03,"862,188,037",6.68,"41,831,000"
6.67,"Jul 30, 2018",6.90,6.60,"936,073,520",6.83,"61,047,700"
6.83,"Jul 29, 2018",6.96,6.80,"958,045,767",6.91,"52,491,700"
6.90,"Jul 28, 2018",7.04,6.85,"968,147,643",7.02,"38,823,800"
7.02,"Jul 27, 2018",7.06,6.78,"984,167,875",6.85,"46,417,200"
6.84,"Jul 26, 2018",7.30,6.84,"959,787,615",7.12,"34,841,700"
